ensembl_gene_id_version	gene_biotype	external_gene_name	description
ENSG00000179933.6	protein_coding	C14orf119	chromosome 14 open reading frame 119 [Source:HGNC Symbol;Acc:HGNC:20270]
ENSG00000179938.13	protein_coding	GOLGA8J	golgin A8 family member J [Source:HGNC Symbol;Acc:HGNC:38650]
ENSG00000179941.9	protein_coding	BBS10	Bardet-Biedl syndrome 10 [Source:HGNC Symbol;Acc:HGNC:26291]
ENSG00000179958.10	protein_coding	DCTPP1	dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]
ENSG00000179965.12	protein_coding	ZNF771	zinc finger protein 771 [Source:HGNC Symbol;Acc:HGNC:29653]
ENSG00000180008.9	protein_coding	SOCS4	suppressor of cytokine signaling 4 [Source:HGNC Symbol;Acc:HGNC:19392]
ENSG00000180016.2	protein_coding	OR1E1	olfactory receptor family 1 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:8189]
ENSG00000180035.13	protein_coding	ZNF48	zinc finger protein 48 [Source:HGNC Symbol;Acc:HGNC:13114]
ENSG00000180042.5	protein_coding	OR1R1P	olfactory receptor family 1 subfamily R member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8226]
ENSG00000180090.5	protein_coding	OR3A1	olfactory receptor family 3 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8282]
ENSG00000180096.13	protein_coding	SEPTIN1	septin 1 [Source:HGNC Symbol;Acc:HGNC:2879]
ENSG00000180138.7	protein_coding	CSNK1A1L	casein kinase 1 alpha 1 like [Source:HGNC Symbol;Acc:HGNC:20289]
ENSG00000180185.13	protein_coding	FAHD1	fumarylacetoacetate hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14169]
ENSG00000180209.12	protein_coding	MYL11	myosin light chain 11 [Source:HGNC Symbol;Acc:HGNC:29824]
ENSG00000180219.2	protein_coding	GARIN6	golgi associated RAB2 interactor family member 6 [Source:HGNC Symbol;Acc:HGNC:28594]
ENSG00000180263.14	protein_coding	FGD6	FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]
ENSG00000180269.8	protein_coding	GPR139	G protein-coupled receptor 139 [Source:HGNC Symbol;Acc:HGNC:19995]
ENSG00000180304.14	protein_coding	OAZ2	ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:HGNC:8096]
ENSG00000180318.4	protein_coding	ALX1	ALX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:1494]
ENSG00000180329.14	protein_coding	CCDC43	coiled-coil domain containing 43 [Source:HGNC Symbol;Acc:HGNC:26472]
ENSG00000180332.7	protein_coding	KCTD4	potassium channel tetramerization domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23227]
ENSG00000180336.18	protein_coding	MEIOC	meiosis specific with coiled-coil domain [Source:HGNC Symbol;Acc:HGNC:26670]
ENSG00000180340.7	protein_coding	FZD2	frizzled class receptor 2 [Source:HGNC Symbol;Acc:HGNC:4040]
ENSG00000180357.10	protein_coding	ZNF609	zinc finger protein 609 [Source:HGNC Symbol;Acc:HGNC:29003]
ENSG00000180386.8	protein_coding	KRTAP9-7	keratin associated protein 9-7 [Source:HGNC Symbol;Acc:HGNC:18915]
ENSG00000180440.4	protein_coding	SERTM1	serine rich and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33792]
ENSG00000180481.11	protein_coding	GLIPR1L2	GLIPR1 like 2 [Source:HGNC Symbol;Acc:HGNC:28592]
ENSG00000180616.9	protein_coding	SSTR2	somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]
ENSG00000180626.10	protein_coding	ZNF594	zinc finger protein 594 [Source:HGNC Symbol;Acc:HGNC:29392]
ENSG00000180638.19	protein_coding	SLC47A2	solute carrier family 47 member 2 [Source:HGNC Symbol;Acc:HGNC:26439]
ENSG00000180730.5	protein_coding	SHISA2	shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]
ENSG00000180776.17	protein_coding	ZDHHC20	zinc finger DHHC-type palmitoyltransferase 20 [Source:HGNC Symbol;Acc:HGNC:20749]
ENSG00000180787.6	protein_coding	ZFP3	ZFP3 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12861]
ENSG00000180881.21	protein_coding	CAPS2	calcyphosine 2 [Source:HGNC Symbol;Acc:HGNC:16471]
ENSG00000180891.13	protein_coding	CUEDC1	CUE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31350]
ENSG00000180901.11	protein_coding	KCTD2	potassium channel tetramerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21294]
ENSG00000180917.18	protein_coding	CMTR2	cap methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:25635]
ENSG00000180979.10	protein_coding	LRRC57	leucine rich repeat containing 57 [Source:HGNC Symbol;Acc:HGNC:26719]
ENSG00000180998.12	protein_coding	GPR137C	G protein-coupled receptor 137C [Source:HGNC Symbol;Acc:HGNC:25445]
ENSG00000181019.13	protein_coding	NQO1	NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]
ENSG00000181026.15	protein_coding	AEN	apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]
ENSG00000181031.16	protein_coding	RPH3AL	rabphilin 3A like (without C2 domains) [Source:HGNC Symbol;Acc:HGNC:10296]
ENSG00000181222.19	protein_coding	POLR2A	RNA polymerase II subunit A [Source:HGNC Symbol;Acc:HGNC:9187]
ENSG00000181234.10	protein_coding	TMEM132C	transmembrane protein 132C [Source:HGNC Symbol;Acc:HGNC:25436]
ENSG00000181284.3	protein_coding	TMEM102	transmembrane protein 102 [Source:HGNC Symbol;Acc:HGNC:26722]
ENSG00000181291.8	protein_coding	TMEM132E	transmembrane protein 132E [Source:HGNC Symbol;Acc:HGNC:26991]
ENSG00000181323.8	protein_coding	SPEM1	spermatid maturation 1 [Source:HGNC Symbol;Acc:HGNC:32429]
ENSG00000181350.12	protein_coding	LRRC75A	leucine rich repeat containing 75A [Source:HGNC Symbol;Acc:HGNC:32403]
ENSG00000181374.8	protein_coding	CCL13	C-C motif chemokine ligand 13 [Source:HGNC Symbol;Acc:HGNC:10611]
ENSG00000181481.14	protein_coding	RNF135	ring finger protein 135 [Source:HGNC Symbol;Acc:HGNC:21158]
ENSG00000181513.15	protein_coding	ACBD4	acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337]
ENSG00000181552.4	protein_coding	EDDM3B	epididymal protein 3B [Source:HGNC Symbol;Acc:HGNC:19223]
ENSG00000181562.5	protein_coding	EDDM3A	epididymal protein 3A [Source:HGNC Symbol;Acc:HGNC:16978]
ENSG00000181610.13	protein_coding	MRPS23	mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509]
ENSG00000181619.12	protein_coding	GPR135	G protein-coupled receptor 135 [Source:HGNC Symbol;Acc:HGNC:19991]
ENSG00000181625.18	protein_coding	SLX1B	SLX1 homolog B, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:28748]
ENSG00000181803.3	protein_coding	OR6S1	olfactory receptor family 6 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15363]
ENSG00000181827.16	protein_coding	RFX7	regulatory factor X7 [Source:HGNC Symbol;Acc:HGNC:25777]
ENSG00000181852.18	protein_coding	RNF41	ring finger protein 41 [Source:HGNC Symbol;Acc:HGNC:18401]
ENSG00000181856.15	protein_coding	SLC2A4	solute carrier family 2 member 4 [Source:HGNC Symbol;Acc:HGNC:11009]
ENSG00000181885.18	protein_coding	CLDN7	claudin 7 [Source:HGNC Symbol;Acc:HGNC:2049]
ENSG00000181938.14	protein_coding	GINS3	GINS complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25851]
ENSG00000181991.16	protein_coding	MRPS11	mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050]
ENSG00000182040.9	protein_coding	USH1G	USH1 protein network component sans [Source:HGNC Symbol;Acc:HGNC:16356]
ENSG00000182050.14	protein_coding	MGAT4C	MGAT4 family member C [Source:HGNC Symbol;Acc:HGNC:30871]
ENSG00000182054.10	protein_coding	IDH2	isocitrate dehydrogenase (NADP(+)) 2 [Source:HGNC Symbol;Acc:HGNC:5383]
ENSG00000182107.7	protein_coding	TMEM30B	transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]
ENSG00000182108.11	protein_coding	DEXI	Dexi homolog [Source:HGNC Symbol;Acc:HGNC:13267]
ENSG00000182117.7	protein_coding	NOP10	NOP10 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14378]
ENSG00000182149.21	protein_coding	IST1	IST1 factor associated with ESCRT-III [Source:HGNC Symbol;Acc:HGNC:28977]
ENSG00000182173.14	protein_coding	TSEN54	tRNA splicing endonuclease subunit 54 [Source:HGNC Symbol;Acc:HGNC:27561]
ENSG00000182175.15	protein_coding	RGMA	repulsive guidance molecule BMP co-receptor a [Source:HGNC Symbol;Acc:HGNC:30308]
ENSG00000182185.19	protein_coding	RAD51B	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]
ENSG00000182196.14	protein_coding	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]
ENSG00000182199.11	protein_coding	SHMT2	serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852]
ENSG00000182218.10	protein_coding	HHIPL1	HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710]
ENSG00000182224.12	protein_coding	CYB5D1	cytochrome b5 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26516]
ENSG00000182253.15	protein_coding	SYNM	synemin [Source:HGNC Symbol;Acc:HGNC:24466]
ENSG00000182256.13	protein_coding	GABRG3	gamma-aminobutyric acid type A receptor subunit gamma3 [Source:HGNC Symbol;Acc:HGNC:4088]
ENSG00000182271.13	protein_coding	TMIGD1	transmembrane and immunoglobulin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32431]
ENSG00000182327.8	protein_coding	GLTPD2	glycolipid transfer protein domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33756]
ENSG00000182346.22	protein_coding	DAOA	D-amino acid oxidase activator [Source:HGNC Symbol;Acc:HGNC:21191]
ENSG00000182379.10	protein_coding	NXPH4	neurexophilin 4 [Source:HGNC Symbol;Acc:HGNC:8078]
ENSG00000182400.15	protein_coding	TRAPPC6B	trafficking protein particle complex subunit 6B [Source:HGNC Symbol;Acc:HGNC:23066]
ENSG00000182405.6	protein_coding	PGBD4	piggyBac transposable element derived 4 [Source:HGNC Symbol;Acc:HGNC:19401]
ENSG00000182473.22	protein_coding	EXOC7	exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]
ENSG00000182481.10	protein_coding	KPNA2	karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]
ENSG00000182511.12	protein_coding	FES	FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]
ENSG00000182512.5	protein_coding	GLRX5	glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]
ENSG00000182521.6	protein_coding	TBPL2	TATA-box binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:19841]
ENSG00000182545.7	protein_coding	RNASE10	ribonuclease A family member 10 (inactive) [Source:HGNC Symbol;Acc:HGNC:19275]
ENSG00000182557.8	protein_coding	SPNS3	sphingolipid transporter 3 (putative) [Source:HGNC Symbol;Acc:HGNC:28433]
ENSG00000182575.8	protein_coding	NXPH3	neurexophilin 3 [Source:HGNC Symbol;Acc:HGNC:8077]
ENSG00000182601.7	protein_coding	HS3ST4	heparan sulfate-glucosamine 3-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:5200]
ENSG00000182628.13	protein_coding	SKA2	spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28006]
ENSG00000182636.8	protein_coding	NDN	necdin, MAGE family member [Source:HGNC Symbol;Acc:HGNC:7675]
ENSG00000182652.4	protein_coding	OR4Q3	olfactory receptor family 4 subfamily Q member 3 [Source:HGNC Symbol;Acc:HGNC:15426]
ENSG00000182685.8	protein_coding	BRICD5	BRICHOS domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28309]
ENSG00000182687.4	protein_coding	GALR2	galanin receptor 2 [Source:HGNC Symbol;Acc:HGNC:4133]
ENSG00000182718.18	protein_coding	ANXA2	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]
ENSG00000182732.18	protein_coding	RGS6	regulator of G protein signaling 6 [Source:HGNC Symbol;Acc:HGNC:10002]
ENSG00000182742.6	protein_coding	HOXB4	homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115]
ENSG00000182768.9	protein_coding	NGRN	neugrin, neurite outgrowth associated [Source:HGNC Symbol;Acc:HGNC:18077]
ENSG00000182774.13	protein_coding	RPS17	ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397]
ENSG00000182782.8	protein_coding	HCAR2	hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]
ENSG00000182809.11	protein_coding	CRIP2	cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361]
ENSG00000182810.7	protein_coding	DDX28	DEAD-box helicase 28 [Source:HGNC Symbol;Acc:HGNC:17330]
ENSG00000182831.12	protein_coding	HAPSTR1	HUWE1 associated protein modifying stress responses [Source:HGNC Symbol;Acc:HGNC:30103]
ENSG00000182853.12	protein_coding	VMO1	vitelline membrane outer layer 1 homolog [Source:HGNC Symbol;Acc:HGNC:30387]
ENSG00000182854.8	protein_coding	OR4F15	olfactory receptor family 4 subfamily F member 15 [Source:HGNC Symbol;Acc:HGNC:15078]
ENSG00000182870.13	protein_coding	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131]
ENSG00000182885.17	protein_coding	ADGRG3	adhesion G protein-coupled receptor G3 [Source:HGNC Symbol;Acc:HGNC:13728]
ENSG00000182896.13	protein_coding	TMEM95	transmembrane protein 95 [Source:HGNC Symbol;Acc:HGNC:27898]
ENSG00000182938.7	protein_coding	OTOP3	otopetrin 3 [Source:HGNC Symbol;Acc:HGNC:19658]
ENSG00000182950.3	protein_coding	ODF3L1	outer dense fiber of sperm tails 3 like 1 [Source:HGNC Symbol;Acc:HGNC:28735]
ENSG00000182957.16	protein_coding	SPATA13	spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]
ENSG00000182963.11	protein_coding	GJC1	gap junction protein gamma 1 [Source:HGNC Symbol;Acc:HGNC:4280]
ENSG00000182968.5	protein_coding	SOX1	SRY-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11189]
ENSG00000182974.3	protein_coding	OR4M2B	olfactory receptor family 4 subfamily M member 2B [Source:HGNC Symbol;Acc:HGNC:55109]
ENSG00000182979.18	protein_coding	MTA1	metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]
ENSG00000183011.14	protein_coding	NAA38	N-alpha-acetyltransferase 38, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:28212]
ENSG00000183018.9	protein_coding	SPNS2	sphingolipid transporter 2 [Source:HGNC Symbol;Acc:HGNC:26992]
ENSG00000183024.4	protein_coding	OR1G1	olfactory receptor family 1 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:8204]
ENSG00000183032.12	protein_coding	SLC25A21	solute carrier family 25 member 21 [Source:HGNC Symbol;Acc:HGNC:14411]
ENSG00000183034.13	protein_coding	OTOP2	otopetrin 2 [Source:HGNC Symbol;Acc:HGNC:19657]
ENSG00000183044.12	protein_coding	ABAT	4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]
ENSG00000183060.16	protein_coding	LYSMD4	LysM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26571]
ENSG00000183087.15	protein_coding	GAS6	growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]
ENSG00000183092.18	protein_coding	BEGAIN	brain enriched guanylate kinase associated [Source:HGNC Symbol;Acc:HGNC:24163]
ENSG00000183098.11	protein_coding	GPC6	glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]
ENSG00000183153.7	protein_coding	GJD3	gap junction protein delta 3 [Source:HGNC Symbol;Acc:HGNC:19147]
ENSG00000183160.9	protein_coding	TMEM119	transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]
ENSG00000183196.10	protein_coding	CHST6	carbohydrate sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:6938]
ENSG00000183208.13	protein_coding	GDPGP1	GDP-D-glucose phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:34360]
ENSG00000183273.7	protein_coding	CCDC60	coiled-coil domain containing 60 [Source:HGNC Symbol;Acc:HGNC:28610]
ENSG00000183318.12	protein_coding	SPDYE4	speedy/RINGO cell cycle regulator family member E4 [Source:HGNC Symbol;Acc:HGNC:35463]
ENSG00000183324.11	protein_coding	REC114	REC114 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:25065]
ENSG00000183336.9	protein_coding	BOLA2	bolA family member 2 [Source:HGNC Symbol;Acc:HGNC:29488]
ENSG00000183379.9	protein_coding	SYNDIG1L	synapse differentiation inducing 1 like [Source:HGNC Symbol;Acc:HGNC:32388]
ENSG00000183395.5	protein_coding	PMCH	pro-melanin concentrating hormone [Source:HGNC Symbol;Acc:HGNC:9109]
ENSG00000183426.17	protein_coding	NPIPA1	nuclear pore complex interacting protein family member A1 [Source:HGNC Symbol;Acc:HGNC:7909]
ENSG00000183454.18	protein_coding	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A [Source:HGNC Symbol;Acc:HGNC:4585]
ENSG00000183463.6	protein_coding	URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase [Source:HGNC Symbol;Acc:HGNC:17785]
ENSG00000183475.13	protein_coding	ASB7	ankyrin repeat and SOCS box containing 7 [Source:HGNC Symbol;Acc:HGNC:17182]
ENSG00000183476.13	protein_coding	SH2D7	SH2 domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34549]
ENSG00000183484.12	protein_coding	GPR132	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]
ENSG00000183495.15	protein_coding	EP400	E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]
ENSG00000183496.6	protein_coding	MEX3B	mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]
ENSG00000183549.10	protein_coding	ACSM5	acyl-CoA synthetase medium chain family member 5 [Source:HGNC Symbol;Acc:HGNC:26060]
ENSG00000183571.11	protein_coding	PGPEP1L	pyroglutamyl-peptidase I like [Source:HGNC Symbol;Acc:HGNC:27080]
ENSG00000183576.13	protein_coding	SETD3	SET domain containing 3, actin histidine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20493]
ENSG00000183578.8	protein_coding	TNFAIP8L3	TNF alpha induced protein 8 like 3 [Source:HGNC Symbol;Acc:HGNC:20620]
ENSG00000183629.14	protein_coding	GOLGA8G	golgin A8 family member G [Source:HGNC Symbol;Acc:HGNC:25328]
ENSG00000183632.15	protein_coding	TP53TG3	TP53 target 3 [Source:HGNC Symbol;Acc:HGNC:30759]
ENSG00000183648.11	protein_coding	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]
ENSG00000183655.13	protein_coding	KLHL25	kelch like family member 25 [Source:HGNC Symbol;Acc:HGNC:25732]
ENSG00000183688.4	protein_coding	RFLNB	refilin B [Source:HGNC Symbol;Acc:HGNC:28705]
ENSG00000183691.6	protein_coding	NOG	noggin [Source:HGNC Symbol;Acc:HGNC:7866]
ENSG00000183706.6	protein_coding	OR4N4	olfactory receptor family 4 subfamily N member 4 [Source:HGNC Symbol;Acc:HGNC:15375]
ENSG00000183722.9	protein_coding	LHFPL6	LHFPL tetraspan subfamily member 6 [Source:HGNC Symbol;Acc:HGNC:6586]
ENSG00000183723.13	protein_coding	CMTM4	CKLF like MARVEL transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19175]
ENSG00000183735.11	protein_coding	TBK1	TANK binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:11584]
ENSG00000183747.12	protein_coding	ACSM2A	acyl-CoA synthetase medium chain family member 2A [Source:HGNC Symbol;Acc:HGNC:32017]
ENSG00000183751.16	protein_coding	TBL3	transducin beta like 3 [Source:HGNC Symbol;Acc:HGNC:11587]
ENSG00000183793.14	protein_coding	NPIPA5	nuclear pore complex interacting protein family member A5 [Source:HGNC Symbol;Acc:HGNC:41980]
ENSG00000183828.15	protein_coding	NUDT14	nudix hydrolase 14 [Source:HGNC Symbol;Acc:HGNC:20141]
ENSG00000183889.12	protein_coding	NPIPA9	nuclear pore complex interacting protein family, member A9 [Source:NCBI gene (formerly Entrezgene);Acc:105376752]
ENSG00000183914.15	protein_coding	DNAH2	dynein axonemal heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:2948]
ENSG00000183921.8	protein_coding	SDR42E2	short chain dehydrogenase/reductase family 42E, member 2 [Source:HGNC Symbol;Acc:HGNC:35414]
ENSG00000183955.14	protein_coding	KMT5A	lysine methyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:29489]
ENSG00000183971.10	protein_coding	NPW	neuropeptide W [Source:HGNC Symbol;Acc:HGNC:30509]
ENSG00000183978.8	protein_coding	COA3	cytochrome c oxidase assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:24990]
ENSG00000184047.20	protein_coding	DIABLO	diablo IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528]
ENSG00000184056.15	protein_coding	VPS33B	VPS33B late endosome and lysosome associated [Source:HGNC Symbol;Acc:HGNC:12712]
ENSG00000184060.11	protein_coding	ADAP2	ArfGAP with dual PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16487]
ENSG00000184110.15	protein_coding	EIF3C	eukaryotic translation initiation factor 3 subunit C [Source:HGNC Symbol;Acc:HGNC:3279]
ENSG00000184140.6	protein_coding	OR4F6	olfactory receptor family 4 subfamily F member 6 [Source:HGNC Symbol;Acc:HGNC:15372]
ENSG00000184166.3	protein_coding	OR1D2	olfactory receptor family 1 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8183]
ENSG00000184185.10	protein_coding	KCNJ12	potassium inwardly rectifying channel subfamily J member 12 [Source:HGNC Symbol;Acc:HGNC:6258]
ENSG00000184206.13	protein_coding	GOLGA6L4	golgin A6 family like 4 [Source:HGNC Symbol;Acc:HGNC:27256]
ENSG00000184207.9	protein_coding	PGP	phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909]
ENSG00000184209.15	protein_coding	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:HGNC Symbol;Acc:HGNC:30852]
ENSG00000184226.15	protein_coding	PCDH9	protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]
ENSG00000184227.8	protein_coding	ACOT1	acyl-CoA thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:33128]
ENSG00000184254.17	protein_coding	ALDH1A3	aldehyde dehydrogenase 1 family member A3 [Source:HGNC Symbol;Acc:HGNC:409]
ENSG00000184277.13	protein_coding	TM2D3	TM2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24128]
ENSG00000184302.7	protein_coding	SIX6	SIX homeobox 6 [Source:HGNC Symbol;Acc:HGNC:10892]
ENSG00000184304.17	protein_coding	PRKD1	protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]
ENSG00000184361.13	protein_coding	SPATA32	spermatogenesis associated 32 [Source:HGNC Symbol;Acc:HGNC:26349]
ENSG00000184394.3	protein_coding	OR4N5	olfactory receptor family 4 subfamily N member 5 [Source:HGNC Symbol;Acc:HGNC:15358]
ENSG00000184445.12	protein_coding	KNTC1	kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]
ENSG00000184451.5	protein_coding	CCR10	C-C motif chemokine receptor 10 [Source:HGNC Symbol;Acc:HGNC:4474]
ENSG00000184471.9	protein_coding	C1QTNF8	C1q and TNF related 8 [Source:HGNC Symbol;Acc:HGNC:31374]
ENSG00000184497.13	protein_coding	TMEM255B	transmembrane protein 255B [Source:HGNC Symbol;Acc:HGNC:28297]
ENSG00000184502.4	protein_coding	GAST	gastrin [Source:HGNC Symbol;Acc:HGNC:4164]
ENSG00000184507.16	protein_coding	NUTM1	NUT midline carcinoma family member 1 [Source:HGNC Symbol;Acc:HGNC:29919]
ENSG00000184508.12	protein_coding	HDDC3	HD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30522]
ENSG00000184517.12	protein_coding	ZFP1	ZFP1 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23328]
ENSG00000184544.12	protein_coding	DHRS7C	dehydrogenase/reductase 7C [Source:HGNC Symbol;Acc:HGNC:32423]
ENSG00000184560.8	protein_coding	SPEM2	SPEM family member 2 [Source:HGNC Symbol;Acc:HGNC:27315]
ENSG00000184564.11	protein_coding	SLITRK6	SLIT and NTRK like family member 6 [Source:HGNC Symbol;Acc:HGNC:23503]
ENSG00000184575.12	protein_coding	XPOT	exportin for tRNA [Source:HGNC Symbol;Acc:HGNC:12826]
ENSG00000184601.11	protein_coding	C14orf180	chromosome 14 open reading frame 180 [Source:HGNC Symbol;Acc:HGNC:33795]
ENSG00000184602.6	protein_coding	SNN	stannin [Source:HGNC Symbol;Acc:HGNC:11149]
ENSG00000184619.8	protein_coding	KRBA2	KRAB-A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26989]
ENSG00000184650.11	protein_coding	ODF4	outer dense fiber of sperm tails 4 [Source:HGNC Symbol;Acc:HGNC:19056]
ENSG00000184697.7	protein_coding	CLDN6	claudin 6 [Source:HGNC Symbol;Acc:HGNC:2048]
ENSG00000184716.14	protein_coding	SERINC4	serine incorporator 4 [Source:HGNC Symbol;Acc:HGNC:32237]
ENSG00000184730.12	protein_coding	APOBR	apolipoprotein B receptor [Source:HGNC Symbol;Acc:HGNC:24087]
ENSG00000184752.14	protein_coding	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]
ENSG00000184811.4	protein_coding	TRARG1	trafficking regulator of GLUT4 (SLC2A4) 1 [Source:HGNC Symbol;Acc:HGNC:29592]
ENSG00000184857.8	protein_coding	TMEM186	transmembrane protein 186 [Source:HGNC Symbol;Acc:HGNC:24530]
ENSG00000184860.10	protein_coding	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1 [Source:HGNC Symbol;Acc:HGNC:29834]
ENSG00000184887.14	protein_coding	BTBD6	BTB domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19897]
ENSG00000184916.9	protein_coding	JAG2	jagged canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:6189]
ENSG00000184922.15	protein_coding	FMNL1	formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]
ENSG00000184939.16	protein_coding	ZFP90	ZFP90 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23329]
ENSG00000184954.4	protein_coding	OR6C70	olfactory receptor family 6 subfamily C member 70 [Source:HGNC Symbol;Acc:HGNC:31299]
ENSG00000184967.7	protein_coding	NOC4L	nucleolar complex associated 4 homolog [Source:HGNC Symbol;Acc:HGNC:28461]
ENSG00000184984.10	protein_coding	CHRM5	cholinergic receptor muscarinic 5 [Source:HGNC Symbol;Acc:HGNC:1954]
ENSG00000184986.11	protein_coding	TMEM121	transmembrane protein 121 [Source:HGNC Symbol;Acc:HGNC:20511]
