gene	BeWo.CT	SCR.CT27	SCR.CT29	gene	gene_biotype	external_gene_name	description
ENSG00000181019	1	0	0	ENSG00000181019	protein_coding	NQO1	NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]
ENSG00000181026	1	0	0	ENSG00000181026	protein_coding	AEN	apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]
ENSG00000182685	1	0	0	ENSG00000182685	protein_coding	BRICD5	BRICHOS domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28309]
ENSG00000183688	1	0	0	ENSG00000183688	protein_coding	RFLNB	refilin B [Source:HGNC Symbol;Acc:HGNC:28705]
ENSG00000183914	1	0	0	ENSG00000183914	protein_coding	DNAH2	dynein axonemal heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:2948]
ENSG00000184207	1	0	0	ENSG00000184207	protein_coding	PGP	phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909]
ENSG00000184497	1	0	0	ENSG00000184497	protein_coding	TMEM255B	transmembrane protein 255B [Source:HGNC Symbol;Acc:HGNC:28297]
ENSG00000184507	1	0	0	ENSG00000184507	protein_coding	NUTM1	NUT midline carcinoma family member 1 [Source:HGNC Symbol;Acc:HGNC:29919]
ENSG00000184984	1	0	0	ENSG00000184984	protein_coding	CHRM5	cholinergic receptor muscarinic 5 [Source:HGNC Symbol;Acc:HGNC:1954]
ENSG00000185088	1	0	0	ENSG00000185088	protein_coding	RPS27L	ribosomal protein S27 like [Source:HGNC Symbol;Acc:HGNC:18476]
ENSG00000185245	1	0	0	ENSG00000185245	protein_coding	GP1BA	glycoprotein Ib platelet subunit alpha [Source:HGNC Symbol;Acc:HGNC:4439]
ENSG00000185347	1	0	0	ENSG00000185347	protein_coding	TEDC1	tubulin epsilon and delta complex 1 [Source:HGNC Symbol;Acc:HGNC:20127]
ENSG00000185989	1	0	0	ENSG00000185989	protein_coding	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]
ENSG00000187193	1	0	0	ENSG00000187193	protein_coding	MT1X	metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]
ENSG00000187848	1	0	0	ENSG00000187848	protein_coding	P2RX2	purinergic receptor P2X 2 [Source:HGNC Symbol;Acc:HGNC:15459]
ENSG00000196118	1	0	0	ENSG00000196118	protein_coding	CFAP119	cilia and flagella associated protein 119 [Source:HGNC Symbol;Acc:HGNC:28078]
ENSG00000196497	1	0	0	ENSG00000196497	protein_coding	IPO4	importin 4 [Source:HGNC Symbol;Acc:HGNC:19426]
ENSG00000196510	1	0	0	ENSG00000196510	protein_coding	ANAPC7	anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380]
ENSG00000197272	1	0	0	ENSG00000197272	protein_coding	IL27	interleukin 27 [Source:HGNC Symbol;Acc:HGNC:19157]
ENSG00000197616	1	0	0	ENSG00000197616	protein_coding	MYH6	myosin heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:7576]
ENSG00000197774	1	0	0	ENSG00000197774	protein_coding	EME2	essential meiotic structure-specific endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:27289]
ENSG00000198431	1	0	0	ENSG00000198431	protein_coding	TXNRD1	thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]
ENSG00000198805	1	0	0	ENSG00000198805	protein_coding	PNP	purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892]
ENSG00000205220	1	0	0	ENSG00000205220	protein_coding	PSMB10	proteasome 20S subunit beta 10 [Source:HGNC Symbol;Acc:HGNC:9538]
ENSG00000213398	1	0	0	ENSG00000213398	protein_coding	LCAT	lecithin-cholesterol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6522]
ENSG00000213903	1	0	0	ENSG00000213903	protein_coding	LTB4R	leukotriene B4 receptor [Source:HGNC Symbol;Acc:HGNC:6713]
ENSG00000213906	1	0	0	ENSG00000213906	protein_coding	LTB4R2	leukotriene B4 receptor 2 [Source:HGNC Symbol;Acc:HGNC:19260]
ENSG00000214140	1	0	0	ENSG00000214140	protein_coding	PRCD	photoreceptor disc component [Source:HGNC Symbol;Acc:HGNC:32528]
ENSG00000239672	1	0	0	ENSG00000239672	protein_coding	NME1	NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849]
ENSG00000242612	1	0	0	ENSG00000242612	protein_coding	DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]
ENSG00000255150	1	0	0	ENSG00000255150	protein_coding	EID3	EP300 interacting inhibitor of differentiation 3 [Source:HGNC Symbol;Acc:HGNC:32961]
ENSG00000258311	1	0	0	ENSG00000258311	protein_coding		novel protein
ENSG00000258429	1	0	0	ENSG00000258429	protein_coding	PDF	peptide deformylase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30012]
ENSG00000259494	1	0	0	ENSG00000259494	protein_coding	MRPL46	mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192]
ENSG00000259529	1	0	0	ENSG00000259529	protein_coding		novel transcript
ENSG00000270885	1	0	0	ENSG00000270885	protein_coding	RASL10B	RAS like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295]
ENSG00000277161	1	0	0	ENSG00000277161	protein_coding	PIGW	phosphatidylinositol glycan anchor biosynthesis class W [Source:HGNC Symbol;Acc:HGNC:23213]
ENSG00000277639	1	0	0	ENSG00000277639	protein_coding		novel protein
ENSG00000277957	1	0	0	ENSG00000277957	protein_coding	SENP3-EIF4A1	SENP3-EIF4A1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49182]
ENSG00000278619	1	0	0	ENSG00000278619	protein_coding	MRM1	mitochondrial rRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26202]
ENSG00000282936	1	0	0	ENSG00000282936	protein_coding		novel protein
ENSG00000284526	1	0	0	ENSG00000284526	protein_coding		novel protein
ENSG00000008735	1	0	0	ENSG00000008735	protein_coding	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]
ENSG00000010671	1	0	0	ENSG00000010671	protein_coding	BTK	Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]
ENSG00000040608	1	0	0	ENSG00000040608	protein_coding	RTN4R	reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601]
ENSG00000049768	1	0	0	ENSG00000049768	protein_coding	FOXP3	forkhead box P3 [Source:HGNC Symbol;Acc:HGNC:6106]
ENSG00000062096	1	0	0	ENSG00000062096	protein_coding	ARSF	arylsulfatase F [Source:HGNC Symbol;Acc:HGNC:721]
ENSG00000066926	1	0	0	ENSG00000066926	protein_coding	FECH	ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]
ENSG00000067842	1	1	0	ENSG00000067842	protein_coding	ATP2B3	ATPase plasma membrane Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:816]
ENSG00000070010	1	0	0	ENSG00000070010	protein_coding	UFD1	ubiquitin recognition factor in ER associated degradation 1 [Source:HGNC Symbol;Acc:HGNC:12520]
ENSG00000075702	1	0	0	ENSG00000075702	protein_coding	WDR62	WD repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:24502]
ENSG00000079435	1	0	0	ENSG00000079435	protein_coding	LIPE	lipase E, hormone sensitive type [Source:HGNC Symbol;Acc:HGNC:6621]
ENSG00000087086	1	0	0	ENSG00000087086	protein_coding	FTL	ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999]
ENSG00000087088	1	0	0	ENSG00000087088	protein_coding	BAX	BCL2 associated X, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:959]
ENSG00000087586	1	0	0	ENSG00000087586	protein_coding	AURKA	aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]
ENSG00000087842	1	0	0	ENSG00000087842	protein_coding	PIR	pirin [Source:HGNC Symbol;Acc:HGNC:30048]
ENSG00000088836	1	0	0	ENSG00000088836	protein_coding	SLC4A11	solute carrier family 4 member 11 [Source:HGNC Symbol;Acc:HGNC:16438]
ENSG00000099901	1	0	0	ENSG00000099901	protein_coding	RANBP1	RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847]
ENSG00000100228	1	0	0	ENSG00000100228	protein_coding	RAB36	RAB36, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9775]
ENSG00000100304	1	0	0	ENSG00000100304	protein_coding	TTLL12	tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]
ENSG00000100344	1	0	0	ENSG00000100344	protein_coding	PNPLA3	patatin like phospholipase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18590]
ENSG00000100413	1	0	0	ENSG00000100413	protein_coding	POLR3H	RNA polymerase III subunit H [Source:HGNC Symbol;Acc:HGNC:30349]
ENSG00000100416	1	0	0	ENSG00000100416	protein_coding	TRMU	tRNA mitochondrial 2-thiouridylase [Source:HGNC Symbol;Acc:HGNC:25481]
ENSG00000101057	1	0	0	ENSG00000101057	protein_coding	MYBL2	MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]
ENSG00000101084	1	0	0	ENSG00000101084	protein_coding	RAB5IF	RAB5 interacting factor [Source:HGNC Symbol;Acc:HGNC:15870]
ENSG00000101230	1	0	0	ENSG00000101230	protein_coding	ISM1	isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]
ENSG00000101265	1	0	0	ENSG00000101265	protein_coding	RASSF2	Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]
ENSG00000101331	1	0	0	ENSG00000101331	protein_coding	CCM2L	CCM2 like scaffold protein [Source:HGNC Symbol;Acc:HGNC:16153]
ENSG00000101361	1	0	0	ENSG00000101361	protein_coding	NOP56	NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]
ENSG00000101868	1	0	0	ENSG00000101868	protein_coding	POLA1	DNA polymerase alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]
ENSG00000102218	1	0	0	ENSG00000102218	protein_coding	RP2	RP2 activator of ARL3 GTPase [Source:HGNC Symbol;Acc:HGNC:10274]
ENSG00000104899	1	0	0	ENSG00000104899	protein_coding	AMH	anti-Mullerian hormone [Source:HGNC Symbol;Acc:HGNC:464]
ENSG00000105011	1	0	0	ENSG00000105011	protein_coding	ASF1B	anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996]
ENSG00000105447	1	0	0	ENSG00000105447	protein_coding	GRWD1	glutamate rich WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:21270]
ENSG00000105676	1	0	0	ENSG00000105676	protein_coding	ARMC6	armadillo repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:25049]
ENSG00000105767	1	0	0	ENSG00000105767	protein_coding	CADM4	cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:30825]
ENSG00000108106	1	0	0	ENSG00000108106	protein_coding	UBE2S	ubiquitin conjugating enzyme E2 S [Source:HGNC Symbol;Acc:HGNC:17895]
ENSG00000116014	1	0	0	ENSG00000116014	protein_coding	KISS1R	KISS1 receptor [Source:HGNC Symbol;Acc:HGNC:4510]
ENSG00000117877	1	0	0	ENSG00000117877	protein_coding	POLR1G	RNA polymerase I subunit G [Source:HGNC Symbol;Acc:HGNC:24219]
ENSG00000119559	1	0	0	ENSG00000119559	protein_coding	C19orf25	chromosome 19 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:26711]
ENSG00000124107	1	0	0	ENSG00000124107	protein_coding	SLPI	secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]
ENSG00000124160	1	0	0	ENSG00000124160	protein_coding	NCOA5	nuclear receptor coactivator 5 [Source:HGNC Symbol;Acc:HGNC:15909]
ENSG00000125850	1	0	0	ENSG00000125850	protein_coding	OVOL2	ovo like zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:15804]
ENSG00000125863	1	0	0	ENSG00000125863	protein_coding	MKKS	MKKS centrosomal shuttling protein [Source:HGNC Symbol;Acc:HGNC:7108]
ENSG00000125878	1	0	0	ENSG00000125878	protein_coding	TCF15	transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11627]
ENSG00000125898	1	0	0	ENSG00000125898	protein_coding	FAM110A	family with sequence similarity 110 member A [Source:HGNC Symbol;Acc:HGNC:16188]
ENSG00000125966	1	0	0	ENSG00000125966	protein_coding	MMP24	matrix metallopeptidase 24 [Source:HGNC Symbol;Acc:HGNC:7172]
ENSG00000126016	1	0	0	ENSG00000126016	protein_coding	AMOT	angiomotin [Source:HGNC Symbol;Acc:HGNC:17810]
ENSG00000126953	1	0	0	ENSG00000126953	protein_coding	TIMM8A	translocase of inner mitochondrial membrane 8A [Source:HGNC Symbol;Acc:HGNC:11817]
ENSG00000128266	1	0	0	ENSG00000128266	protein_coding	GNAZ	G protein subunit alpha z [Source:HGNC Symbol;Acc:HGNC:4395]
ENSG00000128311	1	0	0	ENSG00000128311	protein_coding	TST	thiosulfate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:12388]
ENSG00000128342	1	0	0	ENSG00000128342	protein_coding	LIF	LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]
ENSG00000128408	1	0	0	ENSG00000128408	protein_coding	RIBC2	RIB43A domain with coiled-coils 2 [Source:HGNC Symbol;Acc:HGNC:13241]
ENSG00000129988	1	0	0	ENSG00000129988	protein_coding	LBP	lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:HGNC:6517]
ENSG00000130164	1	0	0	ENSG00000130164	protein_coding	LDLR	low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]
ENSG00000130254	1	0	0	ENSG00000130254	protein_coding	SAFB2	scaffold attachment factor B2 [Source:HGNC Symbol;Acc:HGNC:21605]
ENSG00000130706	1	0	0	ENSG00000130706	protein_coding	ADRM1	ADRM1 26S proteasome ubiquitin receptor [Source:HGNC Symbol;Acc:HGNC:15759]
ENSG00000130829	1	0	0	ENSG00000130829	protein_coding	DUSP9	dual specificity phosphatase 9 [Source:HGNC Symbol;Acc:HGNC:3076]
ENSG00000131398	1	0	0	ENSG00000131398	protein_coding	KCNC3	potassium voltage-gated channel subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:6235]
ENSG00000132646	1	0	0	ENSG00000132646	protein_coding	PCNA	proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]
ENSG00000132819	1	0	1	ENSG00000132819	protein_coding	RBM38	RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]
ENSG00000133131	1	0	0	ENSG00000133131	protein_coding	MORC4	MORC family CW-type zinc finger 4 [Source:HGNC Symbol;Acc:HGNC:23485]
ENSG00000141452	1	0	0	ENSG00000141452	protein_coding	RMC1	regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326]
ENSG00000141965	1	0	1	ENSG00000141965	protein_coding	FEM1A	fem-1 homolog A [Source:HGNC Symbol;Acc:HGNC:16934]
ENSG00000142149	1	0	0	ENSG00000142149	protein_coding	HUNK	hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326]
ENSG00000146950	1	0	0	ENSG00000146950	protein_coding	SHROOM2	shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]
ENSG00000147224	1	0	0	ENSG00000147224	protein_coding	PRPS1	phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462]
ENSG00000149488	1	0	0	ENSG00000149488	protein_coding	TMC2	transmembrane channel like 2 [Source:HGNC Symbol;Acc:HGNC:16527]
ENSG00000152229	1	0	0	ENSG00000152229	protein_coding	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]
ENSG00000154611	1	0	0	ENSG00000154611	protein_coding	PSMA8	proteasome 20S subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:22985]
ENSG00000154639	1	0	0	ENSG00000154639	protein_coding	CXADR	CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]
ENSG00000158270	1	0	0	ENSG00000158270	protein_coding	COLEC12	collectin subfamily member 12 [Source:HGNC Symbol;Acc:HGNC:16016]
ENSG00000158296	1	0	0	ENSG00000158296	protein_coding	SLC13A3	solute carrier family 13 member 3 [Source:HGNC Symbol;Acc:HGNC:14430]
ENSG00000159259	1	0	0	ENSG00000159259	protein_coding	CHAF1B	chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]
ENSG00000159261	1	0	0	ENSG00000159261	protein_coding	CLDN14	claudin 14 [Source:HGNC Symbol;Acc:HGNC:2035]
ENSG00000160505	1	0	0	ENSG00000160505	protein_coding	NLRP4	NLR family pyrin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:22943]
ENSG00000165694	1	0	0	ENSG00000165694	protein_coding	FRMD7	FERM domain containing 7 [Source:HGNC Symbol;Acc:HGNC:8079]
ENSG00000167281	1	0	0	ENSG00000167281	protein_coding	RBFOX3	RNA binding fox-1 homolog 3 [Source:HGNC Symbol;Acc:HGNC:27097]
ENSG00000167600	1	0	0	ENSG00000167600	protein_coding	CYP2S1	cytochrome P450 family 2 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15654]
ENSG00000167889	1	0	1	ENSG00000167889	protein_coding	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:24140]
ENSG00000168461	1	0	0	ENSG00000168461	protein_coding	RAB31	RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]
ENSG00000169136	1	0	0	ENSG00000169136	protein_coding	ATF5	activating transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:790]
ENSG00000169689	1	0	0	ENSG00000169689	protein_coding	CENPX	centromere protein X [Source:HGNC Symbol;Acc:HGNC:11422]
ENSG00000170965	1	1	1	ENSG00000170965	protein_coding	PLAC1	placenta enriched 1 [Source:HGNC Symbol;Acc:HGNC:9044]
ENSG00000171487	1	0	0	ENSG00000171487	protein_coding	NLRP5	NLR family pyrin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21269]
ENSG00000173572	1	0	0	ENSG00000173572	protein_coding	NLRP13	NLR family pyrin domain containing 13 [Source:HGNC Symbol;Acc:HGNC:22937]
ENSG00000176014	1	0	0	ENSG00000176014	protein_coding	TUBB6	tubulin beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776]
ENSG00000176396	1	0	0	ENSG00000176396	protein_coding	EID2	EP300 interacting inhibitor of differentiation 2 [Source:HGNC Symbol;Acc:HGNC:28292]
ENSG00000176890	1	0	0	ENSG00000176890	protein_coding	TYMS	thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]
ENSG00000178531	1	0	0	ENSG00000178531	protein_coding	CTXN1	cortexin 1 [Source:HGNC Symbol;Acc:HGNC:31108]
ENSG00000179363	1	0	0	ENSG00000179363	protein_coding	TMEM31	transmembrane protein 31 [Source:HGNC Symbol;Acc:HGNC:28601]
ENSG00000182324	1	0	0	ENSG00000182324	protein_coding	KCNJ14	potassium inwardly rectifying channel subfamily J member 14 [Source:HGNC Symbol;Acc:HGNC:6260]
ENSG00000183048	1	0	0	ENSG00000183048	protein_coding	SLC25A10	solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]
ENSG00000183570	1	0	0	ENSG00000183570	protein_coding	PCBP3	poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:8651]
ENSG00000184012	1	0	0	ENSG00000184012	protein_coding	TMPRSS2	transmembrane serine protease 2 [Source:HGNC Symbol;Acc:HGNC:11876]
ENSG00000184571	1	0	1	ENSG00000184571	protein_coding	PIWIL3	piwi like RNA-mediated gene silencing 3 [Source:HGNC Symbol;Acc:HGNC:18443]
ENSG00000185010	1	0	0	ENSG00000185010	protein_coding	F8	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]
ENSG00000185298	1	0	0	ENSG00000185298	protein_coding	CCDC137	coiled-coil domain containing 137 [Source:HGNC Symbol;Acc:HGNC:33451]
ENSG00000185340	1	0	0	ENSG00000185340	protein_coding	GAS2L1	growth arrest specific 2 like 1 [Source:HGNC Symbol;Acc:HGNC:16955]
ENSG00000185721	1	0	0	ENSG00000185721	protein_coding	DRG1	developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]
ENSG00000185813	1	0	0	ENSG00000185813	protein_coding	PCYT2	phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]
ENSG00000185988	1	1	0	ENSG00000185988	protein_coding	PLK5	polo like kinase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:27001]
ENSG00000186654	1	0	0	ENSG00000186654	protein_coding	PRR5	proline rich 5 [Source:HGNC Symbol;Acc:HGNC:31682]
ENSG00000188064	1	0	0	ENSG00000188064	protein_coding	WNT7B	Wnt family member 7B [Source:HGNC Symbol;Acc:HGNC:12787]
ENSG00000188368	1	0	0	ENSG00000188368	protein_coding	PRR19	proline rich 19 [Source:HGNC Symbol;Acc:HGNC:33728]
ENSG00000196090	1	0	0	ENSG00000196090	protein_coding	PTPRT	protein tyrosine phosphatase receptor type T [Source:HGNC Symbol;Acc:HGNC:9682]
ENSG00000196562	1	0	0	ENSG00000196562	protein_coding	SULF2	sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]
ENSG00000198910	1	0	1	ENSG00000198910	protein_coding	L1CAM	L1 cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6470]
ENSG00000198938	1	0	0	ENSG00000198938	protein_coding	MT-CO3	mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]
ENSG00000198959	1	0	0	ENSG00000198959	protein_coding	TGM2	transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]
ENSG00000204519	1	0	0	ENSG00000204519	protein_coding	ZNF551	zinc finger protein 551 [Source:HGNC Symbol;Acc:HGNC:25108]
ENSG00000212123	1	0	0	ENSG00000212123	protein_coding	PRR22	proline rich 22 [Source:HGNC Symbol;Acc:HGNC:28354]
ENSG00000213397	1	0	0	ENSG00000213397	protein_coding	HAUS7	HAUS augmin like complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:32979]
ENSG00000213638	1	0	0	ENSG00000213638	protein_coding	ADAT3	adenosine deaminase tRNA specific 3 [Source:HGNC Symbol;Acc:HGNC:25151]
ENSG00000213714	1	0	0	ENSG00000213714	protein_coding	FAM209B	family with sequence similarity 209 member B [Source:HGNC Symbol;Acc:HGNC:16101]
ENSG00000221946	1	0	0	ENSG00000221946	protein_coding	FXYD7	FXYD domain containing ion transport regulator 7 [Source:HGNC Symbol;Acc:HGNC:4034]
ENSG00000224420	1	0	0	ENSG00000224420	protein_coding	ADM5	adrenomedullin 5 (putative) [Source:HGNC Symbol;Acc:HGNC:27293]
ENSG00000224877	1	0	0	ENSG00000224877	protein_coding	NDUFAF8	NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:33551]
ENSG00000241360	1	0	0	ENSG00000241360	protein_coding	PDXP	pyridoxal phosphatase [Source:HGNC Symbol;Acc:HGNC:30259]
ENSG00000241484	1	0	1	ENSG00000241484	protein_coding	ARHGAP8	Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677]
ENSG00000242372	1	0	0	ENSG00000242372	protein_coding	EIF6	eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]
ENSG00000244165	1	0	0	ENSG00000244165	protein_coding	P2RY11	purinergic receptor P2Y11 [Source:HGNC Symbol;Acc:HGNC:8540]
ENSG00000254858	1	0	0	ENSG00000254858	protein_coding	MPV17L2	MPV17 mitochondrial inner membrane protein like 2 [Source:HGNC Symbol;Acc:HGNC:28177]
ENSG00000271303	1	0	0	ENSG00000271303	protein_coding	SRXN1	sulfiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:16132]
ENSG00000273899	1	0	0	ENSG00000273899	protein_coding	NOL12	nucleolar protein 12 [Source:HGNC Symbol;Acc:HGNC:28585]
ENSG00000276043	1	0	0	ENSG00000276043	protein_coding	UHRF1	ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]
ENSG00000276380	1	0	0	ENSG00000276380	protein_coding	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:31710]
ENSG00000286025	1	0	0	ENSG00000286025	protein_coding	FAM246C	family with sequence similarity 246 member C (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:54842]
ENSG00000049089	0	1	1	ENSG00000049089	protein_coding	COL9A2	collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]
ENSG00000084674	0	1	0	ENSG00000084674	protein_coding	APOB	apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]
ENSG00000114270	0	1	0	ENSG00000114270	protein_coding	COL7A1	collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]
ENSG00000114923	0	1	1	ENSG00000114923	protein_coding	SLC4A3	solute carrier family 4 member 3 [Source:HGNC Symbol;Acc:HGNC:11029]
ENSG00000115935	0	1	0	ENSG00000115935	protein_coding	WIPF1	WAS/WASL interacting protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12736]
ENSG00000131914	0	1	0	ENSG00000131914	protein_coding	LIN28A	lin-28 homolog A [Source:HGNC Symbol;Acc:HGNC:15986]
ENSG00000134323	0	1	0	ENSG00000134323	protein_coding	MYCN	MYCN proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7559]
ENSG00000142606	0	1	0	ENSG00000142606	protein_coding	MMEL1	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]
ENSG00000153823	0	1	0	ENSG00000153823	protein_coding	PID1	phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26084]
ENSG00000158008	0	1	1	ENSG00000158008	protein_coding	EXTL1	exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515]
ENSG00000163877	0	1	1	ENSG00000163877	protein_coding	SNIP1	Smad nuclear interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30587]
ENSG00000163909	0	1	1	ENSG00000163909	protein_coding	HEYL	hes related family bHLH transcription factor with YRPW motif like [Source:HGNC Symbol;Acc:HGNC:4882]
ENSG00000169047	0	1	0	ENSG00000169047	protein_coding	IRS1	insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]
ENSG00000169855	0	1	0	ENSG00000169855	protein_coding	ROBO1	roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]
ENSG00000173531	0	1	0	ENSG00000173531	protein_coding	MST1	macrophage stimulating 1 [Source:HGNC Symbol;Acc:HGNC:7380]
ENSG00000178821	0	1	1	ENSG00000178821	protein_coding	TMEM52	transmembrane protein 52 [Source:HGNC Symbol;Acc:HGNC:27916]
ENSG00000180875	0	1	0	ENSG00000180875	protein_coding	GREM2	gremlin 2, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:17655]
ENSG00000203783	0	1	0	ENSG00000203783	protein_coding	PRR9	proline rich 9 [Source:HGNC Symbol;Acc:HGNC:32057]
ENSG00000214021	0	1	0	ENSG00000214021	protein_coding	TTLL3	tubulin tyrosine ligase like 3 [Source:HGNC Symbol;Acc:HGNC:24483]
